Source,Date,Text,URL,Favorites,Retweets,Replies
Ea,2015-07-10 22:23:46,"Júbilo en Asunción, tras primer fugaz encuentro con el Papa - E'a http://t.co/Z9P4WOdFU9",http://www.twitter.com/periodicoEa/status/619633135203037184,0,1,0
Ea,2015-07-10 13:33:07,Denuncian persecución contra trabajadores de Canal 9 - E'a http://t.co/xGiomB9wq4,http://www.twitter.com/periodicoEa/status/619499594926440448,2,4,0
Ea,2015-07-10 13:06:38,Periodistas piden al Papa que se pronuncie sobre la narcopolítica - E'a http://t.co/j2PvnrpX1R,http://www.twitter.com/periodicoEa/status/619492927644037120,0,4,0
Ea,2015-07-09 20:52:38,Curuguaty: Territorio dignidad. Por Rocco Carbone y Clyde Soto http://t.co/c7TOPzCXDQ,http://www.twitter.com/periodicoEa/status/619247811939282945,0,1,0
Ea,2015-07-09 20:51:59,"Grecia, la cuna de la democracia y de la civilización occidental, en grave situación. Por Alberto Alderete. http://t.co/2wbLZLS0g3",http://www.twitter.com/periodicoEa/status/619247651637346304,1,3,0
Ea,2015-07-09 20:51:18,Ficción y realidad en Paraguay. Por José Antonio Vera http://t.co/abLB0IvhtC,http://www.twitter.com/periodicoEa/status/619247478680985600,0,2,0
Ea,2015-07-09 16:06:20,Caso Curuguaty: piden nulidad del proceso contra campesinos - E'a http://t.co/l7Fww0sy4o,http://www.twitter.com/periodicoEa/status/619175762034356224,0,4,0
Ea,2015-07-09 15:37:16,Empresa brasileña deforesta ilegalmente territorio ayoreo - E'a http://t.co/6cgQXK1eq1,http://www.twitter.com/periodicoEa/status/619168449072336896,0,2,0
Ea,2015-07-09 14:59:33,¿Conviene entregar el agua a multinacionales? Los riesgos de una APP en el sector de aguas E'a http://t.co/HUTogbIlXY,http://www.twitter.com/periodicoEa/status/619158955810516992,0,3,0
Ea,2015-07-08 15:06:17,Gobierno sigue generando deudas. Nueva emisión de bonos del Ministerio de hacienda. E'a http://t.co/E1niHr1w80,http://www.twitter.com/periodicoEa/status/618798262192074757,0,4,0
Ea,2015-07-07 16:19:23,Estudiantes secundarios se preparan para “hacer lío” - E'a http://t.co/jbGWv3kTFp,http://www.twitter.com/periodicoEa/status/618454271944753152,0,1,0
Ea,2015-07-07 15:50:27,Docentes rechazan sistema de evaluación del MEC - E'a http://t.co/KyLeEBLmFS,http://www.twitter.com/periodicoEa/status/618446992688201728,0,0,0
Ea,2015-07-06 15:52:31,Comunidades indígenas cierran rutas en el Chaco - E'a http://t.co/hghqN6EJy0,http://www.twitter.com/periodicoEa/status/618085121535684608,0,0,0
