source,created_time,text,url,likes,shares,comments
Extra,2016-05-13T16:45:00+0000,El cielo raso salvó las vidas de alumnitos en una escuela Se salvaron por poquito. Un gran susto se llevaron los alumnitos de esta escuela encarnacena.,www.facebook.com/303614086512550_489695361237754,17,3,0
Extra,2016-05-13T16:30:00+0000,"“Piris Da Motta y Palau son los más llorones” El delantero ñuense, Fabio Escobar, se lanzó contra los volantes, uno de Olimpia y el otro de Guaraní. Dijo que “ellos saben dar pero no recibir”.",www.facebook.com/303614086512550_489694567904500,31,6,18
Extra,2016-05-13T16:15:00+0000,"Limpiavidrios protestarán si no les dan un trabajo seguro Limpiavidrios de Asunción saldrán de las calles desde el lunes próximo. Advierten que en caso de no encontrar empleo formal, volverán a los semáforos para tratar de ganarse algún dinero.",www.facebook.com/303614086512550_489694187904538,5,2,0
Extra,2016-05-13T16:00:00+0000,En la “O” niegan ayuda de árbitros Un directivo franjeado aseguró que Olimpia pelea el título por el esfuerzo del equipo y no gracias a los malos arbitrajes.,www.facebook.com/303614086512550_489693901237900,44,4,9
Extra,2016-05-13T15:45:00+0000,"Sol Cartes celebró el cumpleaños de su perro La hija del presidente de la República vuelve a ser noticia, ahora por celebrar el cumpleaños de su mascota.",www.facebook.com/303614086512550_489693624571261,304,143,152
Extra,2016-05-13T15:32:00+0000,"Ayer, contadores; hoy, lavadores de autos a domicilio Están casados hace 19 años. Ambos son contadores públicos. Ella, a cargo de una consultora; él, profesional independiente. Ambos gestaron la idea de abrir una pequeña empresa y terminaron dedicándose a una lucrativa ocupación.",www.facebook.com/303614086512550_489689307905026,457,147,27
Extra,2016-05-13T15:20:00+0000,Fidencio ya no quiere saber nada del Ciclón El jugador azulgrana explicó las razones del por qué no seguiría en el Ciclón. Ésto dijo...,www.facebook.com/303614086512550_489688957905061,71,10,27
Extra,2016-05-13T15:04:40+0000,"Adolfo Trotte habría tomado de rehén a su pareja en la cárcel El ex jefe de la barra de Olimpia habría protagonizado un nuevo incidente en la cárcel de Encarnación donde, aparentemente, tomó de rehén a su segunda esposa en una celda privada.",www.facebook.com/303614086512550_489688437905113,48,7,17
Extra,2016-05-13T10:30:30+0000,Timeline Photos Buenos días! Compartimos con ustedes nuestros principales títulos del día.,www.facebook.com/303614086512550_489541264586497,56,3,0
Extra,2016-05-12T17:00:00+0000,No le alzó el micro y por eso rompió su parabrisas Chofer no detuvo la marcha porque el colectivo iba lleno. La reacción del pasajero no lo olvidará el transportista.,www.facebook.com/303614086512550_489325217941435,27,5,1
Extra,2016-05-12T16:45:00+0000,"Ofrecen becas universitarias para 200 carreras en Brasil Las oportunidades de estudio sin examen de ingreso, son ofrecidas por la embajada de Brasil a estudiantes paraguayos para el año 2017.",www.facebook.com/303614086512550_489324914608132,1057,256,28
Extra,2016-05-12T16:30:00+0000,"“Inicié haciendo zapatos para mi novia, ahora vivo del cuero” Dejó su profesión de contador para hacer lo que le apasiona. Su trabajo ahora recorre mercados como el de países europeos.",www.facebook.com/303614086512550_489323541274936,126,29,1
Extra,2016-05-12T16:15:00+0000,"El “Monchi” defiende la convocatoria de Iturbe El entrenador de la Albirroja, Ramón Díaz, habló referente a los convocados y a algunos que no pasaron el filtro final.",www.facebook.com/303614086512550_489322097941747,19,1,7
Extra,2016-05-12T16:00:00+0000,"Un cambio de chip ""Los chicos se están dando cuenta de que el sistema no los ayuda y poco hace por su futuro. Ya no es una generación revolucionaria sino una exigente, segura del poder que tiene y decidida a cambiar su destino..."" destaca en su columna de hoy Mariano Nin.",www.facebook.com/303614086512550_489321897941767,10,1,0
Extra,2016-05-12T15:45:00+0000,Bebés con principio de anemia tras vararse micro en el Chaco Los pasajeros del bus que quedó varado en el Chaco relataron la atroz experiencia que tuvieron que vivir durante cinco días.,www.facebook.com/303614086512550_489321604608463,23,12,0
Extra,2016-05-12T15:30:00+0000,"Un triste día de Ayala en la “O” Víctor fue a probar en la escuela de fútbol de Olimpia, pero no pasó de una práctica. El jugador contó cuál fue la razón.",www.facebook.com/303614086512550_489321271275163,159,23,23
Extra,2016-05-12T15:15:00+0000,Aparatoso desalojo en Ñemby termina con dos detenidos Tres fincas privadas eran ocupadas desde hace un año por 44 familias. La policía los expulsó del lugar.,www.facebook.com/303614086512550_489321107941846,27,2,1
Extra,2016-05-12T15:00:00+0000,La sexy nutricionista que arrasa en Brasil Es paraguaya y trabaja en el vecino país desde hace casi 10 años. La licenciada no descarta trabajar en Paraguay.,www.facebook.com/303614086512550_489320454608578,37,1,3
Extra,2016-05-12T14:45:00+0000,Reveló su abuso al mirar una telenovela Un caso que de nuevo indigna. Un niño habría sido abusado por cuatro jóvenes. Lo insólito del caso resulta de la forma en que se reveló el hecho.,www.facebook.com/303614086512550_489320047941952,104,56,48
Extra,2016-05-12T14:30:00+0000,"Fabbro ya no se negaría a vestir la franja negra Había dicho que nunca jugaría por Olimpia, pero la impresión de una remera dio mucho que hablar ayer.",www.facebook.com/303614086512550_489319674608656,118,58,58
Extra,2016-05-12T14:15:00+0000,"“Le clavó mientras él dormía, era muy celosa” Desgarrador fue relato del papá del joven asesinado en CDE por su propia novia.",www.facebook.com/303614086512550_489318874608736,197,141,29
Extra,2016-05-12T14:00:00+0000,Aldave se bajó del barco luego del fracaso copero El empresario que se erigió en mánager deportivo del azulgrana se fue triste por no ganar la Libertadores.,www.facebook.com/303614086512550_489318687942088,27,5,9
Extra,2016-05-12T13:45:00+0000,Video de participante de “Camino al Éxito” es furor en las redes sociales La cantante Vicky Rolón le sorprendió lo que generó un trabajo que hizo hace tres años atrás.,www.facebook.com/303614086512550_489318344608789,25,0,0
Extra,2016-05-12T13:30:00+0000,"El Rubio metió el dedo en la llaga El Ciclón no levanta cabeza y anoche nuevamente cayó, esta vez ante Rubio Ñú.",www.facebook.com/303614086512550_489317881275502,23,1,1
Extra,2016-05-12T13:15:00+0000,"Estudiantes lograron su meta y Gobierno firmó compromiso Luego de una semana de conflicto, finalmente ayer los estudiantes secundarios pusieron en la mesa de negociación al propio presidente Cartes. Salvo un par de colegios, se levantaron las tomas.Luego de intensos nueve días entre toma de colegios, sentatas y movilizaciones, finalmente los estudiantes secundarios lograron lo que tanto buscaban: que el Gobierno se comprometa a cumplir con sus pedidos. Estudiantes independientes, representantes de la Organización Nacional de Estudiantes, de la...",www.facebook.com/303614086512550_489316771275613,24,3,0
Extra,2016-05-12T13:06:58+0000,"Timeline Photos Buenos días!   Compartimos la portada de este jueves, 12 de mayo.",www.facebook.com/303614086512550_489317257942231,44,5,1
Extra,2016-05-11T18:00:00+0000,"Piden prisión para papá que no cumple con su hijo Otro caso más de incumplimiento. Según la mamá del chico, el padre niega la prestación alimentaria.",www.facebook.com/303614086512550_489048981302392,185,99,5
Extra,2016-05-11T17:45:00+0000,"Cura prohíbe entrar a la iglesia con ropas sexis Un cura argentino cansado de ver en su templo mujeres con minifaldas, escotes o pantalones muy ceñidos, colgó un letrero al ingreso del mismo con insólitas medidas.",www.facebook.com/303614086512550_489048237969133,154,26,22
Extra,2016-05-11T17:30:00+0000,Lustrando zapatos sustenta a su familia Un ejemplo de constancia y voluntad. Con su trabajo también hace estudiar a su esposa la carrera de Derecho.,www.facebook.com/303614086512550_489047841302506,233,57,3
Extra,2016-05-11T17:15:00+0000,"Gustavo, un agradecido con Cartes y Libertad El actual defensor de Lanús se mostró contento por la convocatoria hecha por Ramón Díaz.",www.facebook.com/303614086512550_489046994635924,11,0,0
Extra,2016-05-11T17:00:00+0000,"Cura: “Persiguen a inocentes y a culpables los encubren” El cura denunciado por abuso sexual de dos menores por el arzobispo de Asunción, aseguró que es inocente y cuestionó los privilegios otorgados a otros sacerdotes",www.facebook.com/303614086512550_489042314636392,7,1,0
Extra,2016-05-11T17:00:00+0000,"Que no sea el Tacuara del MEC ""Con la elección de Enrique Riera como sucesor de Marta Lafuente no se mandó precisamente un golazo. En realidad, al analizar el global de su administración, su “selección” no está haciendo méritos como para clasificar a un mundial. Con sus antecedentes poco esperanzadores, el exintendente capitalino se ha ganado más dudas que fe..."", escribe hoy Hugo Barrios en su columna.",www.facebook.com/303614086512550_489041541303136,14,1,0
Extra,2016-05-11T16:45:00+0000,Terapia en sanatorios privados vía judicial El lunes fue presentado el decreto del Poder Ejecutivo que reglamenta el acceso de niños y adolescentes a terapia intensiva en sanatorios privados.,www.facebook.com/303614086512550_489040671303223,171,43,2
Extra,2016-05-11T16:30:00+0000,El “NO” de Lucas a la Albirroja Toda una novela fue al final el caso Lucas Barrios. El delantero prefirió no ir a la Copa América Centenario para jugar por la Albirroja. ¿Hay enojo con Ramón?,www.facebook.com/303614086512550_489034097970547,17,0,12
Extra,2016-05-11T16:15:00+0000,"Tratan de quemar documentos en un colegio sanlorenzano Exámenes, planillas de docentes, recibos de pago y otros elementos fueron parcialmente quemados en una institución educativa. Mirá los detalles, a continuación...",www.facebook.com/303614086512550_489033694637254,11,1,0
Extra,2016-05-11T15:57:00+0000,"Un Ciclón insatisfecho va por el “Rubio” y por el acumulativo Esta noche, Cerro visita a Rubio Ñu con la intención de sumar puntos.",www.facebook.com/303614086512550_489032821304008,5,0,0
Extra,2016-05-11T15:40:00+0000,Bono elogió y ejecutó una guitarra paraguaya Es uno de los artistas más conocidos a nivel mundial y líder de la emblemática banda irlandesa U2. Alguien que sabe de instrumentos musicales. Por algo alabó una guitarra paraguaya.,www.facebook.com/303614086512550_489032194637404,59,34,1
Extra,2016-05-11T15:25:01+0000,Trovato pide la Roja para Andino En Para Uno ya no hay tolerancia hacia los jueces. Olimpia amenaza con recurrir a la FIFA si la APF no destituye al Director de árbitros.,www.facebook.com/303614086512550_489031524637471,13,0,6
Extra,2016-05-11T15:10:00+0000,"Beba fue abandonada en la carrocería de una camioneta Tremenda sorpresa se llevó Celia Trinidad al abrir la puerta de su casa ubicada en Isla Pucú, departamento de Cordillera.",www.facebook.com/303614086512550_489030481304242,21,2,0
Extra,2016-05-11T14:55:35+0000,"“Abusaron de lo vulgar en TV y no lograron superar a El Chavo” El popular ""señor Barriga"" se llegó a nuestro país para hablar en un seminario. Aprovechó para reflexionar sobre el legado de El Chavo. Ésto fue lo que dijo.",www.facebook.com/303614086512550_489029724637651,183,31,6
Extra,2016-05-11T10:30:02+0000,Timeline Photos Cordiales saludos! Les presentamos nuestra portada de este miércoles.  Qué tengan un excelente día!,www.facebook.com/303614086512550_488880211319269,87,3,2
Extra,2016-05-10T17:00:00+0000,"¡Por una hamburguesa mató a su hermano! Alcohol llevó al fratricidio, el hombre se enfrenta a una máxima condena.",www.facebook.com/303614086512550_488697118004245,32,20,13
